District,Block,Ghost_Schools,Micro_Schools,Very_Small_Schools,Critical_Closure_Risk,High_Closure_Risk
JAUNPUR,MAHARAJ GANJ,0,0,1,0,0
JAUNPUR,MUFTI GANJ,0,0,0,0,0
JAUNPUR,MUGRA BADSHAH PUR,0,0,0,0,0
JAUNPUR,RAM PUR,0,0,0,0,0
JAUNPUR,SHAH GANJ,0,1,0,0,0
JAUNPUR,SIKRARA,0,0,1,0,1
JAUNPUR,SIRKONI,0,0,2,0,1
JAUNPUR,SUITHA KALA,0,0,0,0,0
JAUNPUR,SUJAN GANJ,0,0,0,0,0
JHANSI,BABINA,0,0,0,0,0
JHANSI,BAMORE,0,1,0,1,0
JHANSI,BANGRA,0,0,0,0,0
JHANSI,BARAGAON,0,0,0,0,1
JHANSI,CHIRGAON,0,0,0,0,0
JHANSI,GURSARAI,0,0,0,0,0
JHANSI,JHANSI NAGARCHETRA,0,0,0,0,0
JHANSI,MAURANIPUR,0,0,0,0,1
JHANSI,MAURANIPUR  N.CHETRA,0,0,0,0,0
JHANSI,MOTH,0,0,0,0,0
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,0,0,0,0,0
JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,0,0,0,0,0
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,0,0,0,0,1
JYOTIBA PHULE NAGAR (AMROHA),GAJRAULA,0,0,0,0,0
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,0,0,0,0,1
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,1,0,0,1,0
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,0,0,0,0,0
JYOTIBA PHULE NAGAR (AMROHA),JOYA,0,0,0,0,0
KANNAUJ,CHHIBRAMAU,0,0,1,0,0
KANNAUJ,GUGRAPUR,0,0,1,0,0
KANNAUJ,HASERAN,0,1,0,0,1
KANNAUJ,JALALABAD,0,0,0,0,0
KANNAUJ,KANNAUJ,0,0,1,0,1
KANNAUJ,SAURIKH,0,0,1,0,0
KANNAUJ,TAL GRAM,0,0,1,0,1
KANNAUJ,UMARDA,0,2,0,0,1
KANPUR DEHAT,AKBARPUR,0,0,0,0,0
KANPUR DEHAT,AMARAUDHA,0,0,1,0,0
KANPUR DEHAT,DERAPUR,0,0,0,0,0
KANPUR DEHAT,JHINJHAK,0,0,0,0,0
KANPUR DEHAT,MAITHA,0,0,0,0,0
KANPUR DEHAT,MALASA,0,0,1,0,0
KANPUR DEHAT,RAJPUR,0,0,1,0,0
KANPUR DEHAT,RASULABAD,0,0,0,0,0
KANPUR DEHAT,SANDALPUR,0,0,1,0,0
KANPUR DEHAT,SARVANKHERA,0,0,0,0,0
KANPUR NAGAR,BHITERGAON,0,0,0,0,0
KANPUR NAGAR,BIDHNU,0,0,0,0,0
KANPUR NAGAR,BILHAUR,0,0,0,0,0
KANPUR NAGAR,CHAUBEPUR,0,0,0,0,1
KANPUR NAGAR,GHATAMPUR,0,0,0,0,0
KANPUR NAGAR,KAKWAN,0,0,0,0,0
KANPUR NAGAR,KALYANPUR,0,0,0,0,0
KANPUR NAGAR,PATARA,0,0,0,0,0
KANPUR NAGAR,PREMNAGAR,0,0,0,0,0
KANPUR NAGAR,SARSAUL,0,0,0,0,0
KANPUR NAGAR,SHASTRI NAGAR,0,0,0,0,0
KANPUR NAGAR,SHIVRAJPUR,0,0,0,0,0
KANSHIRAM NAGAR,AMAPUR,0,0,0,0,0
KANSHIRAM NAGAR,GANJ DUNDWARA,0,0,0,0,0
KANSHIRAM NAGAR,KASGANJ,0,0,0,0,0
KANSHIRAM NAGAR,KASGANJ (URBAN),0,0,0,0,0
KANSHIRAM NAGAR,PATIYALI,0,0,0,0,0
KANSHIRAM NAGAR,SAHAVAR,0,0,0,0,0
KANSHIRAM NAGAR,SORON,0,0,0,0,0
KAUSHAMBI,CHAYAL,0,0,1,0,0
KAUSHAMBI,KADA,0,0,0,0,0
KAUSHAMBI,KAUSHAMBI,0,0,0,0,0
KAUSHAMBI,MANJHANPUR,0,1,0,0,1
KAUSHAMBI,MURATGANJ,0,0,0,0,0
KAUSHAMBI,NEWADA,0,0,1,0,1
KAUSHAMBI,SARSAWAN,0,0,0,0,0
KAUSHAMBI,SIRATHU,0,0,3,0,2
KHERI,BANKEGANJ,0,0,0,0,0
KHERI,BEHJAM,0,0,0,0,0
KHERI,BIJUA,0,0,0,0,0
KHERI,DHAURAHARA,0,0,0,0,0
KHERI,ISANAGAR,0,0,0,0,0
KHERI,KUMBHI-GOLA,0,0,0,0,0
KHERI,LAKHIMPUR,0,0,0,0,0
KHERI,LMP,0,0,0,0,0
KHERI,MITAULI,0,0,0,0,0
KHERI,MOHAMMADI,0,0,0,0,0
KHERI,MOM,0,0,0,0,0
KHERI,NAKAHA,0,0,0,0,1
KHERI,NIGHASAN,0,0,0,0,0
KHERI,PALIYA,0,0,0,0,1
KHERI,PASGAWAN,0,0,0,0,0
KHERI,PHOOL BEHAR,0,0,0,0,0
KHERI,RAMIYA BEHAR,0,0,0,0,0
KUSHINAGAR,DUDAHI,0,1,0,0,0
KUSHINAGAR,HATA,0,1,0,0,1
KUSHINAGAR,KASIA,0,0,0,0,0
KUSHINAGAR,KHADDA,0,0,2,0,1
KUSHINAGAR,MOTICHAK,0,0,0,0,0
KUSHINAGAR,NAURANGIYA,0,0,0,0,0
KUSHINAGAR,PADARAUNA,0,0,0,0,0
KUSHINAGAR,PADRAUNA (URBAN),0,0,0,0,0
KUSHINAGAR,RAMKOLA,0,0,0,0,0
KUSHINAGAR,SEORAHI,0,0,1,0,0
KUSHINAGAR,TAMKUHI,0,0,0,0,0
KUSHINAGAR,VISHUNPURA,0,0,0,0,0
LALITPUR,BAR,0,0,0,0,1
LALITPUR,BIRDHA,0,0,2,0,3
LALITPUR,JAKHORA,0,0,0,0,1
LALITPUR,LALITPUR,0,0,0,0,0
LALITPUR,MADAWRA,0,0,0,0,0
LALITPUR,MAHRONI,0,0,1,1,0
LALITPUR,TALBEHAT,0,0,0,0,1
LUCKNOW,BAKSHI KA TALAB,0,0,0,0,1
LUCKNOW,CHINHAT,0,0,0,0,1
LUCKNOW,GOSHAI GANJ,0,0,0,0,1
LUCKNOW,KAKORI,0,0,0,0,0
LUCKNOW,MAAL,0,0,0,0,0
LUCKNOW,MALIHABAD,0,0,0,0,0
LUCKNOW,MOHAN LAL GANJ,0,0,0,0,3
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",0,0,1,0,0
LUCKNOW,SAROJNI NAGAR,0,0,0,0,1
MAHARAJGANJ,BRIJMAN GANJ,0,0,1,0,1
MAHARAJGANJ,DHANI,0,0,0,0,0
MAHARAJGANJ,GHUGHLI,0,0,2,0,1
MAHARAJGANJ,LAKSHMIPUR,0,0,0,0,0
MAHARAJGANJ,MAHRAJGANJ,0,0,0,0,0
MAHARAJGANJ,MITHOURA,0,0,0,0,0
MAHARAJGANJ,NICHLOUL,0,0,0,0,0
MAHARAJGANJ,NOUTANWA,0,0,0,0,0
MAHARAJGANJ,PANIYARA,0,0,0,0,0
MAHARAJGANJ,PARTAWAL,0,0,0,0,0
MAHARAJGANJ,PHARENDA,0,0,0,0,0
MAHOBA,CHARKHARI,0,0,0,0,0
MAHOBA,CHARKHARI URBAN,0,0,0,0,0
MAHOBA,JAITPUR,0,1,1,1,0
MAHOBA,KABRAI,0,0,1,0,0
MAHOBA,NAGAR PALIKA MAHOBA,0,0,0,0,0
MAHOBA,PANWARI,0,2,0,1,1
MAINPURI,BARNAHAL,0,1,0,1,0
MAINPURI,BEWAR,0,0,0,0,1
MAINPURI,GHIROR,0,0,1,0,1
MAINPURI,JAGIR,0,0,0,0,0
MAINPURI,KARHAL,0,0,0,0,0
MAINPURI,KISHANI,0,0,0,0,0
MAINPURI,KURAWALI,0,0,0,0,0
MAINPURI,MAINPURI,0,0,0,0,1
MAINPURI,MAINPURI-CITY,0,0,0,0,0
MAINPURI,SULTANGANJ,0,0,0,0,0
MATHURA,BALDEO,0,0,1,1,0
MATHURA,CHAUMUHAN,0,0,0,0,0
MATHURA,CHHATA,0,0,1,0,0
MATHURA,FARAH,0,0,0,0,0
MATHURA,GOVERDHAN,0,0,0,0,0
MATHURA,MANT,0,0,1,0,1
MATHURA,MATHURA,0,0,0,0,0
MATHURA,NANDGAON,0,0,0,0,0
MATHURA,NOHJHEEL,0,0,0,0,0
MATHURA,RAYA,0,0,2,1,1
MAU,BADRAW,0,1,0,0,1
MAU,DOHRIGHAT,0,0,2,0,0
MAU,GHOSI,0,0,0,0,0
MAU,KOPAGANG,0,0,0,0,0
MAU,MOHAMMADABAD,0,0,0,0,0
MAU,NAGAR KSHETRA MAU,0,0,0,0,0
MAU,PARDAHA,0,0,0,0,0
MAU,RANIPUR,0,0,0,0,0
MAU,RATANPURA,0,1,1,0,1
MEERUT,DAURALA,0,0,0,0,0
MEERUT,HASTINAPUR,0,0,0,0,0
MEERUT,JANI,0,0,0,0,0
MEERUT,KHARKHODA,0,0,2,0,1
MEERUT,MACHRA,0,0,1,0,0
MEERUT,MAWANA,0,0,2,0,0
MEERUT,MEERUT,0,0,0,0,0
MEERUT,MEERUT NAGAR,0,0,1,1,0
MEERUT,PARIKSHIT GARH,0,0,0,0,1
MEERUT,RAJPURA,0,0,0,0,0
MEERUT,ROHTA,0,0,1,0,1
MEERUT,SARDHANA,0,0,1,0,0
MEERUT,SARURPUR,0,2,0,0,1
MIRZAPUR,CHHANBEY,0,0,0,0,0
MIRZAPUR,HALIA,0,0,2,0,1
MIRZAPUR,JAMALPUR,0,0,0,0,0
MIRZAPUR,KONE,0,0,0,0,0
MIRZAPUR,LALGANJ,0,0,0,0,0
MIRZAPUR,MAJHAWA,0,0,0,0,0
MIRZAPUR,MARIHAN,0,0,0,0,0
MIRZAPUR,NAGAR,0,0,0,0,0
MIRZAPUR,NAGAR PALIKA,0,0,0,0,0
MIRZAPUR,NARAYANPUR,0,0,0,0,0
MIRZAPUR,PAHARI,0,1,1,1,1
MIRZAPUR,RAJGARH,0,0,0,0,0
MIRZAPUR,SEEKHAR,0,0,0,0,0
MORADABAD,BHAGATPUR TANDA,0,0,0,0,0
MORADABAD,BILARI,0,0,2,0,0
MORADABAD,CHAJLET,0,0,0,0,0
MORADABAD,DILARI,0,0,1,0,0
MORADABAD,KUNDERKI,0,0,1,0,0
MORADABAD,MORADABAD,0,0,0,0,0
MORADABAD,MORADABAD CITY BOYS,0,0,0,0,0
MORADABAD,MORADABAD CITY GIRLS,0,0,0,0,0
MORADABAD,MUNDAPANDAY,0,0,0,0,0
MORADABAD,THAKURDWARA,0,2,0,0,1
MUZAFFARNAGAR,BAGHRA,0,0,0,0,1
MUZAFFARNAGAR,BUDHANA,0,0,2,0,0
MUZAFFARNAGAR,CHARTHAWAL,0,0,0,0,1
MUZAFFARNAGAR,JANSATH,0,0,2,0,1
MUZAFFARNAGAR,KHATAULI,0,0,0,0,1
MUZAFFARNAGAR,MORNA,0,0,0,0,0
MUZAFFARNAGAR,PURKAJI,0,0,2,0,2
MUZAFFARNAGAR,SADAR,0,0,1,0,1
MUZAFFARNAGAR,SADAR [TOWN AREA],0,0,0,0,0
MUZAFFARNAGAR,SHAHPUR,0,0,1,0,1
PILIBHIT,AMARIA,0,1,2,0,0
PILIBHIT,BARKHERA,0,0,0,0,0
PILIBHIT,BILSANDA,0,0,1,0,0
PILIBHIT,BISALPUR,0,0,0,0,0
PILIBHIT,LALORIKHERA,0,0,0,0,0
PILIBHIT,MARORI,0,0,0,0,0
PILIBHIT,N. P. PILIBHIT,0,0,0,0,0
PILIBHIT,PURANPUR,0,0,1,0,1
PRATAPGARH,AASPUR-DEOSARA,0,0,1,0,0
PRATAPGARH,BABA BHELKHARNATH,0,1,0,0,0
PRATAPGARH,BABAGANJ,0,0,1,0,0
PRATAPGARH,BIHAR,0,0,0,0,0
PRATAPGARH,CITY(PRATAPGARH BELHA),0,0,0,0,0
PRATAPGARH,GAURA,0,0,0,0,0
PRATAPGARH,KALAKANKER,0,0,1,0,0
PRATAPGARH,LALGANJ,0,0,0,0,0
PRATAPGARH,LAXMANPUR,0,0,0,0,0
PRATAPGARH,MANDHATA,0,0,0,0,0
PRATAPGARH,MANGRAURA,0,0,0,0,0
PRATAPGARH,PATTI,0,0,0,0,0
PRATAPGARH,SADAR,0,0,0,0,0
PRATAPGARH,SADWA-CHANDRIKA,0,0,0,0,0
PRATAPGARH,SANGIPUR,0,0,1,0,0
PRATAPGARH,SHIVGARH,0,0,2,0,1
PRAYAGRAJ,BAHARIYA,0,0,0,0,0
PRAYAGRAJ,CHAKA,0,0,0,0,1
PRAYAGRAJ,DHANUPUR,0,0,0,0,0
PRAYAGRAJ,HANDIA,0,0,0,0,0
PRAYAGRAJ,JASARA,0,0,0,0,0
PRAYAGRAJ,KARCHHANA,0,0,0,0,0
PRAYAGRAJ,KORAON,0,0,0,0,1
PRAYAGRAJ,MANDA,0,0,1,0,1
PRAYAGRAJ,MAUAIMA,0,0,0,0,0
PRAYAGRAJ,MEJA,0,0,0,0,0
PRAYAGRAJ,NAGAR CHHETRA,0,0,0,0,0
PRAYAGRAJ,PHOOLPUR,0,0,0,0,0
PRAYAGRAJ,PRATAP PUR,0,0,0,0,0
PRAYAGRAJ,SAIDABAD,0,0,0,0,0
PRAYAGRAJ,SHANKAR GARH,0,0,0,0,0
PRAYAGRAJ,SORAON,0,0,0,0,0
PRAYAGRAJ,URUWA,0,0,0,0,0
RAE BARELI,AMAWAN,0,0,0,0,0
RAE BARELI,BACHHRAWAN,0,0,0,0,0
RAE BARELI,CHHATOH,0,0,1,1,0
RAE BARELI,DALMAU,0,0,0,0,0
RAE BARELI,DEEH,0,0,0,0,0
RAE BARELI,GAURA,0,0,0,0,0
RAE BARELI,HARCHANDPUR,0,0,0,0,1
RAE BARELI,JAGATPUR,0,0,0,0,0
RAE BARELI,KHIRON,0,0,0,0,0
RAE BARELI,LALGANJ,0,0,0,0,0
RAE BARELI,MAHRAJGANJ,0,0,0,0,0
RAE BARELI,NAGAR SHETRA (RBL),0,0,0,0,0
RAE BARELI,RAHI,0,0,0,0,0
RAE BARELI,ROHANIYA,0,0,0,0,0
RAE BARELI,SALON,0,0,0,0,0
RAE BARELI,SARENI,0,0,0,0,0
RAE BARELI,SATAON,0,0,0,0,0
RAE BARELI,SHIVGARH,0,0,0,0,1
RAMPUR,BILASPUR,0,0,2,2,0
RAMPUR,CHAMRAUVA,0,0,0,0,0
RAMPUR,MILAK,0,0,0,0,0
RAMPUR,SAID NAGAR,0,0,0,0,0
RAMPUR,SHAHBAD,0,0,0,0,0
RAMPUR,SUAR,0,1,0,0,0
RAMPUR,TOWN AREA RAMPUR,1,0,0,0,1
SAHARANPUR,BALIA KHEDI,0,0,0,0,1
SAHARANPUR,DEOBAND,0,0,3,0,1
SAHARANPUR,GANGOH,0,0,1,0,0
SAHARANPUR,MUZAFFARABAD,1,1,0,0,2
SAHARANPUR,NAGAL,0,0,1,0,0
SAHARANPUR,NAKUR,0,0,1,0,0
SAHARANPUR,NANAUTA,0,0,0,0,0
SAHARANPUR,PUNWARKA,0,1,1,1,0
SAHARANPUR,RAMPUR MANIHARAN,0,0,0,0,0
SAHARANPUR,SADHOLI KADIM,0,1,0,0,1
SAHARANPUR,SARSAVA,0,0,1,0,0
SAHARANPUR,T.A. DEOBAND,0,0,0,0,0
SAHARANPUR,T.A. SAHAHRANPUR,0,0,0,0,0
SAMBHAL (BHIM NAGAR),ASMOLI,0,0,0,0,0
SAMBHAL (BHIM NAGAR),BANIYAKHERA,0,0,0,0,0
SAMBHAL (BHIM NAGAR),BEHJOI,0,0,0,0,0
SAMBHAL (BHIM NAGAR),GUNNOR,0,0,0,0,0
SAMBHAL (BHIM NAGAR),JUNAVAI,0,0,0,0,0
SAMBHAL (BHIM NAGAR),PAWANSA,0,0,0,0,0
SAMBHAL (BHIM NAGAR),RAJPURA,0,0,0,0,0
SAMBHAL (BHIM NAGAR),SAMBHAL,0,0,0,0,0
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,0,0,0,0,0
SANT KABIR NAGAR,BAGHAULI,0,1,1,0,0
SANT KABIR NAGAR,BELHAR KALA,0,0,0,0,0
SANT KABIR NAGAR,HAINSAR BAZAR,0,0,0,0,0
SANT KABIR NAGAR,KHALILABAD,0,0,0,0,0
SANT KABIR NAGAR,MEHNDAVAL,0,0,0,0,0
SANT KABIR NAGAR,NATHNAGAR,0,0,0,0,0
SANT KABIR NAGAR,PAULI,0,0,0,0,1
SANT KABIR NAGAR,SANTHA,0,1,0,0,0
SANT KABIR NAGAR,SEMARINYAVA,0,0,1,0,0
SHAHJAHANPUR,BANDA,0,0,1,0,1
SHAHJAHANPUR,BHAWALKHERA,0,0,0,0,0
SHAHJAHANPUR,DADRAUL,0,0,0,0,0
SHAHJAHANPUR,JAITIPUR,0,0,1,0,0
SHAHJAHANPUR,JALALABAD,0,0,1,1,0
SHAHJAHANPUR,KALAN,0,0,1,0,0
SHAHJAHANPUR,KANTH,0,0,0,0,0
SHAHJAHANPUR,KATRA KHUDAGANJ,0,0,0,0,0
SHAHJAHANPUR,KHUTAR,0,0,0,0,0
SHAHJAHANPUR,MADNAPUR,0,0,0,0,0
SHAHJAHANPUR,MIRJAPUR,0,0,0,0,0
SHAHJAHANPUR,NIGOHI,0,0,0,0,0
SHAHJAHANPUR,PUWAYA,0,0,0,0,0
SHAHJAHANPUR,SINDHAULI,0,0,0,0,0
SHAHJAHANPUR,T.A.SHAHJAHANPUR,0,0,0,0,0
SHAHJAHANPUR,TILHAR,0,0,0,0,0
SHAMLI (PRABUDH NAGAR),KAIRANA,0,0,0,0,0
SHAMLI (PRABUDH NAGAR),KANDHLA,0,0,0,0,0
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],0,0,0,0,0
SHAMLI (PRABUDH NAGAR),OON,0,0,0,0,0
SHAMLI (PRABUDH NAGAR),SHAMLI,0,0,0,0,0
SHAMLI (PRABUDH NAGAR),THANABHAWAN,0,0,0,0,0
SHRAWASTI,GILAULA,0,0,1,0,0
SHRAWASTI,HARIHARPUR RANI,0,0,1,0,0
SHRAWASTI,IKAUNA,0,0,0,0,0
SHRAWASTI,JAMUNHA,0,0,1,0,1
SHRAWASTI,SIRSIYA,0,0,0,0,0
SIDDHARTHNAGAR,BANSI,0,0,0,0,0
SIDDHARTHNAGAR,BARHANI,0,0,0,0,0
SIDDHARTHNAGAR,BHANVAPUR,0,0,0,0,0
SIDDHARTHNAGAR,BIRDPUR,0,0,1,0,1
SIDDHARTHNAGAR,DUMARIYAGANJ,0,0,0,0,0
SIDDHARTHNAGAR,ITAVA,0,0,0,0,1
SIDDHARTHNAGAR,JOGIYA,0,0,0,0,1
SIDDHARTHNAGAR,KHESARAHA,0,0,0,0,0
SIDDHARTHNAGAR,KHUNIYANV,0,0,0,0,0
SIDDHARTHNAGAR,MITHAVAL,0,0,0,0,0
SIDDHARTHNAGAR,NAUGARH,0,0,0,0,0
SIDDHARTHNAGAR,SHOHARATGARH,0,0,0,0,0
SITAPUR,ALIYA,0,0,0,0,0
SITAPUR,BEHTA,0,0,2,0,1
SITAPUR,BISWAN,0,0,0,0,1
SITAPUR,GONDLAMAU,0,0,0,0,0
SITAPUR,HARGAON,0,0,0,0,0
SITAPUR,KASMANDA,0,0,0,0,0
SITAPUR,KHAIRABAD,0,0,0,0,0
SITAPUR,LAHARPUR,0,0,0,0,0
SITAPUR,MACHHAREHTA,0,0,0,0,0
SITAPUR,MAHMOODABAD,0,0,0,0,0
SITAPUR,MAHOLI,0,0,0,0,0
SITAPUR,MISRIKH,0,0,0,0,0
SITAPUR,N.K.BISWAN,0,0,0,0,0
SITAPUR,N.K.KHAIRABAD,0,0,0,0,0
SITAPUR,N.K.SITAPUR,0,0,0,0,0
SITAPUR,PAHALA,0,0,1,0,0
SITAPUR,PARSENDI,0,0,0,0,0
SITAPUR,PISAWAN,0,0,0,0,0
SITAPUR,RAMPURMATHURA,0,0,0,0,0
SITAPUR,REUSA,0,0,0,0,0
SITAPUR,SAKARAN,0,0,0,0,0
SITAPUR,SIDHAULI,0,0,0,0,0
SONBHADRA,BABHANI,0,0,0,0,0
SONBHADRA,CHATRA,0,0,0,0,0
SONBHADRA,CHOPAN,0,0,0,0,1
SONBHADRA,DUDHI,0,0,0,0,0
SONBHADRA,GHORAWAL,0,0,0,0,0
SONBHADRA,MYORPUR,0,0,0,0,0
SONBHADRA,NAGWA,0,0,0,0,0
SONBHADRA,ROBERTSGANJ,0,0,0,0,0
SULTANPUR,BALDIRAI,0,0,1,0,0
SULTANPUR,BHADAIYAN,0,0,1,0,0
SULTANPUR,DHANPATGANJ,0,0,0,0,1
SULTANPUR,DOSTPUR,0,0,0,0,0
SULTANPUR,DUBEYPUR,0,0,0,0,0
SULTANPUR,JAISINGHPUR,0,0,0,0,1
SULTANPUR,KADIPUR,0,0,0,0,0
SULTANPUR,KARAUNDI KALA,0,0,0,0,0
SULTANPUR,KUREBHAR,0,0,0,0,0
SULTANPUR,KURWAR,0,0,0,0,1
SULTANPUR,MOTIGARPUR,0,0,0,0,0
SULTANPUR,SULTANPUR CITY,0,0,0,0,0
UNNAO,ASOHA,0,0,0,0,0
UNNAO,AURAS,0,0,0,0,0
UNNAO,BAGARMAU,0,0,0,0,0
UNNAO,BICHHIYA,0,0,0,0,0
UNNAO,BIGHAPUR,0,0,0,0,0
UNNAO,CITI AREA,0,0,0,0,0
UNNAO,FATEHPUR 84,0,0,0,0,0
UNNAO,GANGMURADABAD,0,0,1,0,0
UNNAO,HASANGANJ,0,0,1,0,1
UNNAO,HILOULI,0,0,0,0,0
UNNAO,MIYAGANJ,0,0,0,0,0
UNNAO,NAVABGANJ,0,0,1,0,0
UNNAO,PURWA,0,0,0,0,0
UNNAO,SAFIPUR,0,0,0,0,0
UNNAO,SIKANDERPUR KARN,0,0,0,0,0
UNNAO,SIKANDERPUR SAROSI,0,0,0,0,0
UNNAO,SUMERPUR,0,0,1,0,1
VARANASI,ARAJILINES,0,0,0,0,0
VARANASI,BARAGAON,0,0,0,0,0
VARANASI,CHIRAIGAON,0,0,0,0,0
VARANASI,CHOLAPUR,0,0,0,0,0
VARANASI,HARHUA,0,0,0,0,0
VARANASI,KASHIVIDYAPEETH,0,0,0,0,0
VARANASI,NAGAR NIGAM,0,0,0,0,0
VARANASI,NAGAR PALIKA RAMNAGAR,0,0,0,0,0
VARANASI,PINDRA,0,0,0,0,0
VARANASI,SEWAPURI,0,0,0,0,0
