District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,Risk_Score,Risk_Level,Decline_flag,Severe_Decline_flag,Low_Continuity_flag,Wide_Enroll_Spread_flag,Low_Enrollment_flag,Volatile_flag,Girls_Decline_flag,Gender_Imbalance_flag,Weak_Continuity_flag,Small_School_flag
ALIGARH,ATRAULI,9120306904,RAJKEYA INTER COLLEGE SAHNOL  ATRAULI,425.0,199,-53.18,8,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No
JAUNPUR,BADLA PUR,9641603920,GOVT.H.S. TIYARA,68.0,46,-32.35,8,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
BULANDSHAHR,ARNIA,9110401004,BALJEET SINGH SMARAK PUBLIC SCHOOL P.S. SURJAWALI,,26,,7,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
JAUNPUR,SHAH GANJ,9640806103,GOVT.U.M SCHOOL PORAI KALA JAUNPUR,107.0,77,-28.04,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
SAHARANPUR,MUZAFFARABAD,9011204801,RAJKIYE INTER COLLEGE KALUWALA JAHANPUR,,7,,7,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
JAUNPUR,JALALPUR,9640501008,GOVT. H.S. MAI,91.0,61,-32.97,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
SAHARANPUR,MUZAFFARABAD,9011207504,RAJKIYE INTER COLLEGE BHAINSRAU,,21,,7,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
PRAYAGRAJ,CHAKA,9451300803,RAJKIYA U.M.V. MOHABBAT GANJ,167.0,131,-21.56,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
PRAYAGRAJ,CHAKA,9451306506,ABHINAV VIDYALAYA,409.0,333,-18.58,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
PRATAPGARH,MANDHATA,9431001101,GOVT. GIRLS INTER COLLEGE,428.0,241,-43.69,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
JHANSI,MAURANIPUR,9360808306,RAJIKIYE HIGH SCHOOL REVAN,333.0,256,-23.12,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
JHANSI,BARAGAON,9360407203,RAJKIYE HIGH SCHOOL MAVAI GIRD,85.0,61,-28.24,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
JHANSI,BARAGAON,9360405410,GOVT HIGH SCHOOL BHOJLA,253.0,203,-19.76,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BARABANKI,MASAULI,9461003403,RAJKIYA U.M.V NYAMAT PUR,91.0,66,-27.47,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
RAMPUR,TOWN AREA RAMPUR,9050703909,GOVT ORIENTAL COLLEGE RAMPUR,1.0,6,500.0,7,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
RAMPUR,TOWN AREA RAMPUR,9050705613,GOVT GIRLS IC QILA RAMPUR,670.0,302,-54.93,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
PILIBHIT,PURANPUR,9210701303,GOVERNMENT HIGH SCHOOL KHIRKIYAN BARGADIYA PURANPUR PILIBH,79.0,68,-13.92,7,HIGH RISK,Yes,No,No,No,Yes,No,Yes,Yes,No,No
PILIBHIT,PURANPUR,9210708942,GOVERNMENT GIRLS INTER COLLEGE PURANPUR,628.0,434,-30.89,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
MAHARAJGANJ,GHUGHLI,9570202710,GOVT HS PURAINA KHANDI,46.0,33,-28.26,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
AZAMGARH,JAHANAGANJ,9612014707,RAJKIYA U.M.V. KANAILA,148.0,109,-26.35,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BAGHPAT,BAGPAT,9080104207,G.H.S AHERA,100.0,77,-23.0,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
LUCKNOW,SAROJNI NAGAR,9270707205,GVOT. HIGH SCHOOL PALEHNDA,208.0,153,-26.44,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
FIROZABAD,MADANPUR,9160600306,GOVT. HIGH SCHOOL NAGLA KESARI,83.0,68,-18.07,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
LUCKNOW,MOHAN LAL GANJ,9270507603,GOVT. HIGH SCHOOL MASTIPUR,259.0,190,-26.64,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BHADOI,BHADOHI,9710103503,GOVT. HIGH SCHOOL PARGASPUR,133.0,80,-39.85,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BHADOI,BHADOHI,9710109803,GOVT. HIGH SCHOOL KANDHIYA,175.0,129,-26.29,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BHADOI,BHADOHI,9710117503,GOVT. HIGH SCHOOL AJAYPUR,115.0,71,-38.26,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
PILIBHIT,MARORI,9210600603,GOVERNMENT HIGH SCHOOL MAHOF CALONY MARORI PILIBHIT,99.0,66,-33.33,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
MUZAFFARNAGAR,SHAHPUR,9020500408,GOVT. HIGHSCHOOL DHINDHAVALI (SHAHPUR),36.0,28,-22.22,7,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
BARABANKI,NINDURA,9461405803,Govt high school Kaji behta Barabanki,513.0,410,-20.08,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BHADOI,SURIYAVAN,9710311004,GOVT. HIGH SCHOOL ABHIYA,118.0,81,-31.36,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BIJNOR,ALLHEPUR(DHAMPUR),9030208202,RAKIYA INTER COLLEGE KUWDI PURA,570.0,475,-16.67,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BIJNOR,ALLHEPUR(DHAMPUR),9030210703,GOVT GIRLS INTER COLLAGE SARKA,228.0,124,-45.61,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
SAHARANPUR,SADHOLI KADIM,9010409003,PDDUGICNAUGAVAN,23.0,24,4.35,7,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
BAHRAICH,HUJUR PUR,9500608004,R. H. AILIHA,74.0,62,-16.22,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BAHRAICH,BALHA,9501003802,R H SCHOOL PATRAHIYA,103.0,74,-28.16,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
FATEHPUR,KHAJUHA,9420300108,RAJKIYE U M V AJMATPUR,148.0,87,-41.22,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
LALITPUR,TALBEHAT,9370405605,GHS HANSARKALAN,331.0,244,-26.28,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
GHAZIPUR,MANIHARI,9650215604,RAJKIYA U.M.V MADHUBAN GHAZIPUR,51.0,38,-25.49,7,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
SULTANPUR,DHANPATGANJ,9490701806,GHS SARAIYA BHARTHI,156.0,113,-27.56,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
AURAIYA,SAHAR,9320811706,GOVT GIRLS INTER COLLEGE SAHAR AURAIYA,29.0,14,-51.72,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
LALITPUR,BIRDHA,9370204003,GHS DUDHAI,116.0,76,-34.48,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
MAHARAJGANJ,PARTAWAL,9570108302,GOVT HS  SOHWAL,113.0,54,-52.21,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
AURAIYA,ACHHALDA,9320900115,GOVT. U.M.V. PATA,69.0,51,-26.09,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
MAINPURI,MAINPURI,9180115230,G.I.C. MAINPURI,770.0,371,-51.82,7,HIGH RISK,Yes,Yes,No,No,No,Yes,No,Yes,No,No
FARRUKHABAD,NAG. KSH.FAR.BAD,9290705325,RAJKEY INTER COLLEGE FATEHGARH,881.0,503,-42.91,7,HIGH RISK,Yes,Yes,No,No,No,Yes,No,Yes,No,No
BARABANKI,BANKI,9460403405,RAJKIYA U.M.V BAROLIJATA,1521.0,1138,-25.18,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BIJNOR,AFZALGRAH,9030109405,GOVT ADARSH INTER COLLAGE,423.0,299,-29.31,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
MUZAFFARNAGAR,PURKAJI,9020404852,GOVT INTER COLLEGE PURKAJI MUZAFFARNAGAR,509.0,382,-24.95,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
HAPUR (PANCHSHEEL NAGAR),HAPUR,9750501303,GOVT H SEC LAL PUR,84.0,69,-17.86,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
HARDOI,BHARKHANI,9251211704,GOVT. GIRLS UCH. MA.SCH. PALI,283.0,172,-39.22,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
HARDOI,TN.AR.  PIHANI,9252100104,GOVT GLS. INTER COLLAGE,237.0,161,-32.07,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
ALIGARH,GONDA,9121109505,Pt Deendayal Upadhyay Govt Model Inter College Tamotia,181.0,143,-20.99,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
AMBEDKAR NAGAR,BASKHARI,9480200403,GOVT HIGHER SEC SCH LAKHANPUR,96.0,64,-33.33,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BIJNOR,KOTWALI,9030811315,RAJKIYA HIGH SCHOOL,231.0,166,-28.14,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BANDA,NARAINI,9400406207,GOVT.HIGH SCHOOL BARUA KALINGER,147.0,79,-46.26,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BANDA,NARAINI,9400403205,GOVT. HIGH SCHOOL MAHUI,59.0,47,-20.34,7,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
BIJNOR,KIRATPUR,9030704706,G.G.I.C. KIRATPUR,1349.0,829,-38.55,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
MUZAFFARNAGAR,BUDHANA,9020604805,GOVT INTER COLLEGE SAFIPUR PATTI    MUZAFFARNAGAR,155.0,98,-36.77,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KANPUR NAGAR,SARSAUL,9340101506,GOVT HIGH SCHOOL TILSAHRI BUJURG,97.0,60,-38.14,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KANPUR NAGAR,SARSAUL,9340102922,G.G.I.C.,297.0,189,-36.36,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
ETAH,AWAGARH,9170306407,GOVERNMENT HSS KUSAWA,80.0,50,-37.5,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
MAU,BADRAW,9620703908,GOVT BALIKA INTER COLL MUJAR BUJURG,53.0,22,-58.49,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
MATHURA,NOHJHEEL,9140904704,RAJKIYA H.S. BHIDONI,65.0,52,-20.0,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BAHRAICH,RISIA,9500903803,R H S BHAGTAPUR,72.0,59,-18.06,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
FAIZABAD,AMANIGANJ,9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,128.0,90,-29.69,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
GONDA,JHANJHRI,9530905604,ABHINAV VIDYALAY KANSAPUR,13.0,23,76.92,7,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
KUSHINAGAR,KHADDA,9590308303,RAJKIYA U.M.V. BUDHWA JUNGLE,73.0,62,-15.07,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KUSHINAGAR,HATA,9590601503,RAJKIYA U.M.V. PARSAHWA,29.0,21,-27.59,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
KHERI,PHOOL BEHAR,9231204504,GOVT HS MUKUNDA,101.0,66,-34.65,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KANPUR NAGAR,PATARA,9341005107,GOVT. HIGH SCHOOL JAHANGIRABAD,121.0,97,-19.83,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KANPUR NAGAR,GHATAMPUR,9340901903,GOVT HIGH SCHOOL,93.0,63,-32.26,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KANPUR NAGAR,BIDHNU,9340200109,GIC H S SCHOOL KHERSA,508.0,425,-16.34,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BUDAUN,BUDAUN CITY,9192100333,GOVT. INTER COLLEGE,691.0,423,-38.78,7,HIGH RISK,Yes,Yes,No,No,No,Yes,No,Yes,No,No
SHAHJAHANPUR,BHAWALKHERA,9221305202,G.H.S. DINGURPUR,67.0,51,-23.88,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
SANT KABIR NAGAR,PAULI,9561014503,GOVT. UMV GOVINDGUNJ,312.0,254,-18.59,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BANDA,MAHUWA,9400301604,GOVT. HIGH SCHOOL ADHRORI,77.0,50,-35.06,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KHERI,NIGHASAN,9230905404,GOVT. GIRLS H.S NAUBANA,132.0,96,-27.27,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KHERI,NAKAHA,9231006203,GOVT HS KATKUSUMA,149.0,126,-15.44,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
KHERI,MITAULI,9230814203,GOVT. H.S CHURAIPURWA,119.0,74,-37.82,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
GORAKHPUR,NAGAR KSHETRA,9580213902,GOVT JUBILEE INTER COLLEGE BUXIPUR,3118.0,2087,-33.07,7,HIGH RISK,Yes,Yes,No,No,No,Yes,No,Yes,No,No
BALLIA,BELAHARI,9631502903,rajkiy j h s rudrapur,121.0,89,-26.45,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BALLIA,BALLIA N.P.,9631800503,GIC BALLIA,536.0,377,-29.66,7,HIGH RISK,Yes,Yes,No,No,No,Yes,No,Yes,No,No
BAHRAICH,VISHESHWAR  GANJ,9501504003,RH SCHOOL SEMRONA,88.0,58,-34.09,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
DEORIA,GAURI BAZAR,9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,102.0,80,-21.57,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ETAH,ETAH (URBAN),9171602102,GOV. GIRLS INTER COLEEGE ETAH,902.0,591,-34.48,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
BANDA,JASPURA,9400802406,GOVT HIGH SCH. SABADA,115.0,88,-23.48,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BANDA,BISANDA,9400600610,G.G.I.C. KORRAHI,304.0,132,-56.58,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
BANDA,BADOKHAR KHURD,9400102204,GOVT HIGH SCH. HATHAUDA,174.0,129,-25.86,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
GORAKHPUR,CHARGANWA,9581000103,Govt. High School Badi Retawahiya,109.0,74,-32.11,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
KHERI,BANKEGANJ,9231508803,GOVT. H S KUKARA,105.0,66,-37.14,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
DEORIA,BHATNI,9600803917,RAJIYA U.M.V.BHARHE CHAURA,29.0,22,-24.14,7,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
MEERUT,KHARKHODA,9070302403,GOVT. HIGH SCH. MUNDALI,78.0,50,-35.9,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
SHRAWASTI,JAMUNHA,9510401103,RAJKIYA HIGH SCHOOL INDWA,96.0,65,-32.29,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
SHRAWASTI,JAMUNHA,9510404906,RAJKIYA HIGH SCHOOL EMLIYA KARANPUR,57.0,44,-22.81,7,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
BALLIA,PANDAH,9630608702,PT Deendayal Upadhyay Rajkiya Model Inter College Sudhauli Pandah ballia,194.0,72,-62.89,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
MEERUT,JANI,9070404603,GOVT. SR. SEC. SCHOOL CHARDDRA,110.0,54,-50.91,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
MAU,RATANPURA,9620104805,GOVT HSS JAMDARA,17.0,14,-17.65,7,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
AMETHI - CSM NAGAR,JAGDISHPUR,9730104402,RAJKIY HIGH SCHOOL RANIGANJ,62.0,23,-62.9,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
UNNAO,HILOULI,9261300216,GOVT.HIGH SCHOOL MAVAI UNNAO,89.0,63,-29.21,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
AMETHI - CSM NAGAR,BAHADURPUR,9732502201,GIC FURSATGANJ,1611.0,1313,-18.5,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
AMETHI - CSM NAGAR,AMETHI,9730208001,GGIC AMETHI,584.0,339,-41.95,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
BULANDSHAHR,DEBAI,9110807504,RAJKIYA HIGH SCHOOL GHOSIPURA,68.0,48,-29.41,7,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
MIRZAPUR,NAGAR PALIKA,9691301008,SW. KASHIRAM RAJKIYA BALIKA I.C.,557.0,344,-38.24,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
MIRZAPUR,NAGAR PALIKA,9691304906,GOVERNMENT INTER COLLEGE,831.0,575,-30.81,7,HIGH RISK,Yes,Yes,No,No,No,Yes,No,Yes,No,No
MIRZAPUR,MARIHAN,9691101104,"GOVT. HIGH SCHOOL, RAIKARA",68.0,53,-22.06,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
MIRZAPUR,LALGANJ,9690305905,GOVT. U.M.V. NEVADHIYA-2,78.0,60,-23.08,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
MEERUT,RAJPURA,9070205403,GOVT. HIGH SCHOOL KUNKURA,92.0,69,-25.0,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
CHANDAULI,SHAHABGANJ,9660602903,GHS KHAKHADA,51.0,40,-21.57,7,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
CHANDAULI,NAUGARH,9660907306,GOVT. INTER COLLEGE NAUGARH,1480.0,1153,-22.09,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BALLIA,MURLI CHHAPRA,9631701103,PRABHAVATI DS GGIC J P NAGAR,209.0,124,-40.67,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
MEERUT,MEERUT NAGAR,9071300179,GOVT GIRLS INTER COLLEGE HAPUR ROAD MRT,1250.0,808,-35.36,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
JHANSI,BABINA,9360106216,RAJKIYA INTER COLLEGE-RAKSHA,1323.0,1117,-15.57,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
RAMPUR,BILASPUR,9050233005,GOVT IC ASHOK NAGAR,368.0,269,-26.9,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
RAE BARELI,SHIVGARH,9280500703,"G.G.HIGHER SECONDARY SCHOOL, OSAAH",215.0,170,-20.93,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
RAE BARELI,ROHANIYA,9281201805,"GOVT. HIGHER SECONDARY SCHOOL, ROHANIYA",119.0,89,-25.21,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BAREILLY,FATEHGANJ,9200700205,GOVT INTER COLLEGE AGRAS,743.0,623,-16.15,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BHADOI,AURAI,9710405002,GOVT. HIGH SCHOOL CHAKVEERA,156.0,94,-39.74,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
BHADOI,ABHOLI,9710700803,GOVT. HIGH SCHOOL KURHWA,84.0,70,-16.67,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
HATHRAS,HATHRAS,9130107603,GOV HIGH SCHOOL KOKA,159.0,93,-41.51,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
HARDOI,TONDARPUR,9251004808,GHSS DHANWAR,42.0,31,-26.19,7,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
ALIGARH,KHAIR,9120802203,VIKRAM VIDHYA MANDIR RAJKEYA INTER COLLEGE BANKNER KHAIR,321.0,251,-21.81,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
ALIGARH,JAWAN,9120609204,RAJKEY KANYA INTER OLLEGE GODHA JAWAN,364.0,254,-30.22,7,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,No,No,No
LUCKNOW,MALIHABAD,9270306503,GOVT. HIGH SCHOOL MALAHA MALIHABAD,107.0,83,-22.43,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
LUCKNOW,MAAL,9270404301,RAJKI Y HIGH SCHOOL KHANDSARA,114.0,85,-25.44,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
LUCKNOW,CHINHAT,9270101911,RAJKIYA  HIGH SCHOOL JUGGAUR,157.0,128,-18.47,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
AGRA,BAROLI AHEER,9150401704,"GOVT. HIGH SCHOOL, GANGRAUA",172.0,135,-21.51,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BAREILLY,MAJHGAWAN,9201006424,GOVT. INTER COLLEGE VISHARATGANJ,387.0,299,-22.74,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
BAREILLY,RAMNAGAR,9200104004,GOVT. HIGH SCHOOL VRATHANPUR,37.0,29,-21.62,7,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
BAREILLY,NAWABGANJ,9200402804,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE TAYARJAGIR NAWABGANJ BAREILLY,285.0,217,-23.86,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
PRAYAGRAJ,KORAON,9451010913,RAJKIYA U M VIDHYALAYA KHIRI KORAON PRAYAGRAJ,170.0,136,-20.0,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,No
JALAUN,MAHEVA,9350701410,GOVT. GIRLS I.C. BABAI,176.0,144,-18.18,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
PRAYAGRAJ,NAGAR CHHETRA,9452200605,G.G.I.C. PHAPHAMAU,832.0,651,-21.75,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
PRAYAGRAJ,NAGAR CHHETRA,9452211107,GOVT. INTER COLLEGE,4300.0,3209,-25.37,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
BAREILLY,MAJHGAWAN,9201002908,ABHINAV VIDYALAY ATARCHHERI,22.0,68,209.09,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
RAE BARELI,MAHRAJGANJ,9280602902,"G.G.I.C. ATREHTA, MAHARAJGANJ",657.0,543,-17.35,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
RAE BARELI,NAGAR SHETRA (RBL),9282208604,GOVT. GIRLS INTER COLLEGE,1029.0,787,-23.52,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
