District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,Risk_Score,Risk_Level,Decline_flag,Severe_Decline_flag,Low_Continuity_flag,Wide_Enroll_Spread_flag,Low_Enrollment_flag,Volatile_flag,Girls_Decline_flag,Gender_Imbalance_flag,Weak_Continuity_flag,Small_School_flag
AGRA,BAROLI AHEER,9150405203,VIRANGANA AVANTIBAI GOVT. GIRLS INTER COLLEGE KALAL KHERIA AGRA,625.0,497,-20.48,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
LUCKNOW,MAAL,9270404806,VIRANGNA  UDA DEVI GIRLS INTER COLLEGE MALL,535.0,393,-26.54,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,9062202552,RAJKIYA GIRLS INTER COLLEGE,1183.0,979,-17.24,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,9062500230,RAJKIYA GIRLS INTER COLLEGE,972.0,794,-18.31,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
HATHRAS,HASAYAN,9130321101,GOV HIGH SCHOOL GANGAPUR,100.0,81,-19.0,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
PRATAPGARH,LALGANJ,9430803002,G G I C SITALMAU,78.0,61,-21.79,6,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,No
RAMPUR,SHAHBAD,9050123004,GOVT GIRLS INTER COLLEGE PATWAI,970.0,821,-15.36,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
MEERUT,MEERUT,9070102103,GOVT HIGH SCHOOL KUDHLA,91.0,70,-23.08,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
MEERUT,PARIKSHIT GARH,9071106803,ABHINAV VIDHYALAYA BALI PRIKSHIT GARH,31.0,65,109.68,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
SHRAWASTI,JAMUNHA,9510407103,RAJKIYA HIGH SCHOOL CHIRAIYA,90.0,71,-21.11,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
CHANDAULI,NAUGARH,9660901102,GHS DEWARI KALA,64.0,50,-21.88,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
MEERUT,SARURPUR,9070701210,G.I.C. PANCHLI BUJURG,22.0,90,309.09,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
MEERUT,SARURPUR,9070700904,GOVT. HIGH SCH. DHANWALI / DAHAR,16.0,16,0.0,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
BULANDSHAHR,UCHAGAON,9110505517,RAJKIYA HIGH SCHOOL,23.0,22,-4.35,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
CHANDAULI,CHAKIYA,9660206803,GHS GARALA,86.0,72,-16.28,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
MIRZAPUR,HALIA,9690209405,GOVT. U.M.V. MATWAR,32.0,29,-9.38,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],9741800155,GOVT GIRLS INTER COLLEGE,1284.0,1084,-15.58,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
BALLIA,REVATI,9631002204,RAJKIYA U M V RAJULI,69.0,56,-18.84,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
BALLIA,REVATI,9631001603,RAJKIYA U.M.V. CHOUBEY CHAPARA REWATI,43.0,47,9.3,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
MIRZAPUR,HALIA,9690208503,GOVT. U.MV. KOTA SHIV PRATAP,81.0,67,-17.28,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
BULANDSHAHR,SHIKARPUR,9110200115,G.G.I.C.,279.0,221,-20.79,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
MIRZAPUR,NARAYANPUR,9690913502,G.G.I.C. CHUNAR,1233.0,1005,-18.49,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
VARANASI,ARAJILINES,9670514201,GOVT. INTER COLLAGE JAKKHINI,588.0,489,-16.84,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
AMBEDKAR NAGAR,RAMNAGAR,9480814201,SMT SUMITRA DEVI SHUKLA GOVT GIRLS INTER COLLEGE ALAPUR,226.0,168,-25.66,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
VARANASI,NAGAR NIGAM,9670900603,GOVT. GIRLS INTER COLLEGE MALDAHIYA,1139.0,899,-21.07,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
VARANASI,NAGAR NIGAM,9670900605,GOVT. QUEENCE INTER COLLEGE LAHURABEER,2437.0,2019,-17.15,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
KAUSHAMBI,NEWADA,9440407004,RAJKIYA HIGH SCHOOL SHERGARH NEWADA KAUSHAMBI,34.0,43,26.47,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
UNNAO,CITI AREA,9261702950,GOVT INTER COLLEGE UNNAO,783.0,602,-23.12,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
UNNAO,HASANGANJ,9260704603,GOVT HIGH SCHOOL JAGDISH PUR UNNAO,29.0,38,31.03,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
BALLIA,NAGARA,9630205004,RAJKIY U M V TURKI,84.0,60,-28.57,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
MEERUT,KHARKHODA,9070303902,GOVT. HIGH SCH. PIPLI KHEDA,156.0,121,-22.44,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
MEERUT,KHARKHODA,9070300121,Pt DEEN DAYAL UPADAYAY RAJKIYA MODEL INTER COLLEGE KHARKHODA,206.0,161,-21.84,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
CHITRAKOOT,CHITRAKOOT,9410103404,GOVT. HIGH SCHOOL SEMARIYA CHARANDASI,97.0,79,-18.56,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
CHITRAKOOT,MAU,9410304803,GOVT. HIGH SCHOOL MURKA,71.0,53,-25.35,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
KAUSHAMBI,SIRATHU,9440303407,RAJKIYA GIGH SCHOOL RAMPUR DHAMANWA SIRATHU,37.0,45,21.62,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
HAMIRPUR (U.P.),NP HAMIRPUR,9380802001,GGIC HAMIRPUR,1276.0,1029,-19.36,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
GORAKHPUR,KHAJNI,9580702902,SMT CHAMPA DEVI RAJKIY  I C HARNHIE,876.0,694,-20.78,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
BANDA,BADOKHAR KHURD,9400101407,GOVT HIGH SCHOOL CHAHITARA,116.0,93,-19.83,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
SHAMLI (PRABUDH NAGAR),KAIRANA,9740800113,CH. MANSINGH GOVT INTER COLLEGE KANDELA,241.0,196,-18.67,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
BULANDSHAHR,ARNIA,9110408204,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE DHAKPURA,43.0,91,111.63,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
BULANDSHAHR,ARNIA,9110406002,RAJKIYA INTER COLLEGE THAGAURA,30.0,81,170.0,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
MORADABAD,BILARI,9040318003,RAJKIYA ABHINAV VIDHYALYA NARAYANPUR DEVA,63.0,92,46.03,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
MORADABAD,CHAJLET,9042002902,GOVERNMENT KANYA INTER COLLEGE MUDAKHERI,219.0,165,-24.66,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
BUDAUN,UJHANI,9190201511,"GOVT. HS SCHOOL,SIKANDRABAD",71.0,51,-28.17,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
BIJNOR,NAJIBABAD(NAGAR),9031602431,GOVT INTER COLLEGE,1146.0,890,-22.34,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
ETAH,JALESAR,9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,106.0,81,-23.58,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
DEORIA,LAR,9601404204,RAJKIY U.M.V.KUNDAULI,24.0,23,-4.17,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
BALLIA,CHILKAHAR,9630400410,RAJKIY U M VIDYALAY HAJAULI,50.0,40,-20.0,6,HIGH RISK,No,Yes,No,No,Yes,No,No,Yes,No,Yes
GORAKHPUR,NAGAR KSHETRA,9580203302,A.D. GOVT. GIRLS I. C. PURDILPUR BANK ROAD,2752.0,2114,-23.18,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
KHERI,KUMBHI-GOLA,9230503403,GOVT HS MOHAMMADBAD,110.0,93,-15.45,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
KHERI,LAKHIMPUR,9230600213,GOVT.GIRLS I.C.KHIRI TOWN,611.0,444,-27.33,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
KHERI,MITAULI,9230811906,GOVT.H.S. KAKARHA,96.0,81,-15.62,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
BANDA,NAGAR KSHETRA,9400902302,GOVT GILS INT COLLEGE BANDA,2526.0,1838,-27.24,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
SANT KABIR NAGAR,SEMARINYAVA,9561702605,GOVT. HIGH SCHOOL UMILA,121.0,89,-26.45,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
SANT KABIR NAGAR,SEMARINYAVA,9561704403,GOVT.UMVIDYALAY KARMAKHAN,80.0,67,-16.25,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
SHAHJAHANPUR,DADRAUL,9220101206,G.H.S. DHANAURA,78.0,66,-15.38,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,9064100090,GOVT. MODEL INTER COLLEGE GALSUA,,89,,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
KANPUR DEHAT,RASULABAD,9330907717,GOVT.G.I.C.RASULABAD,111.0,70,-36.94,6,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,No
KANPUR DEHAT,SARVANKHERA,9331009804,GOVT.H.S.SCHOOL KERSA,110.0,90,-18.18,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
KANPUR NAGAR,GHATAMPUR,9340912902,GOVT HIGH SCHOOL KASIMPUR,82.0,62,-24.39,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
KANPUR NAGAR,KALYANPUR,9340300618,IC GGIC SINGHPUR,458.0,369,-19.43,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
GONDA,JHANJHRI,9530910502,G.H.S. JAMDARA,72.0,55,-23.61,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
MATHURA,CHAUMUHAN,9140503608,GOVT HIGH SCHOOL SENVA,37.0,66,78.38,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
FAIZABAD,AYODHYA TOWN AREA,9471502405,"GGIC, FAIZABAD",1084.0,894,-17.53,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
MATHURA,FARAH,9140204703,GOVT HIGH SCHOOL BHADAYA GANGADHER,30.0,74,146.67,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
MATHURA,MANT,9140713301,RAJ.K.INT.COLL. SIRI.KI.NAGARIYA,37.0,46,24.32,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,No,No,Yes
ETAWAH,BARHPURA,9310500108,GOVT GIRLS INTER COLLEGE UDDI,342.0,287,-16.08,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
ETAWAH,CHAKARNAGAR,9310800120,GOVT UPS JAUNANI,63.0,53,-15.87,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
KANPUR NAGAR,SHASTRI NAGAR,9341500180,GOVT. GIRLS INTER COLLEGE VIJAY NAGAR,325.0,245,-24.62,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
HAMIRPUR (U.P.),NP RATH,9381002002,GOVT. GIRL IC RATH,533.0,380,-28.71,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
BIJNOR,JALILPUR,9030604402,GOVT GRILS INTER COLLEGE LUHARPURA,484.0,380,-21.49,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
BANDA,NARAINI,9400402408,GOVT. HIGH SCHOOL JABARA PUR,104.0,83,-20.19,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
BANDA,TINDWARI,9400210110,G.G.I.C.TINDWARI,702.0,557,-20.66,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,9681303933,GOVERNMENT INTER COLLEGE TAKHTGOSAI,33.0,57,72.73,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
BANDA,KAMASIN,9400700113,GGIC KAMASIN,793.0,591,-25.47,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
BIJNOR,KOTWALI,9030801307,GOV. HIGH SCHOOL MUNAWWARPUR SAID,60.0,50,-16.67,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
KANNAUJ,HASERAN,9300600110,RAJKIYA H.S.S. JOGNIPUR HASERAN,21.0,24,14.29,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
KANNAUJ,KANNAUJ,9300100204,RAJKIYA H.S.S. MURAIYA BUJURG KANNAUJ,42.0,42,0.0,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
ALIGARH,NAGAR ATRAULI,9121403616,RAJKEYA KANYA INTER COLLEGE ATRAULI,918.0,678,-26.14,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
AMBEDKAR NAGAR,AKBARPUR,9480110905,G G I C AKBARPUR,123.0,68,-44.72,6,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,No
KANNAUJ,UMARDA,9300200105,RAJKIYA H.S.S FULWARI UMARDA,23.0,23,0.0,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
MUZAFFARNAGAR,PURKAJI,9020400704,GOV. HIGH SCHOOL KASAMPUR,34.0,38,11.76,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
BIJNOR,AFZALGRAH,9030103004,.RAJKIYA SANT .RAVIDAS AVAM A.HIG.SEC. HAREWALI,67.0,83,23.88,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
SAHARANPUR,NAKUR,9010105208,GOVT. INTER COLLEGE KAPURI,205.0,157,-23.41,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
SAHARANPUR,NAKUR,9010106752,LALA INDARSEN GOVT GIRLS INTER COLLEGE,202.0,166,-17.82,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
FARRUKHABAD,NAG. KSH.FAR.BAD,9290703803,RAJKEY BALIKA INTER COLLEGE FATEHGARH,1584.0,1262,-20.33,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
MAINPURI,GHIROR,9180208103,RAJKIIYA HIGH SCHOOL DHAURASI GHIROR,73.0,60,-17.81,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
MAINPURI,GHIROR,9180207308,RAJKIYA HIGH SCHOOL MADHAILA  GHIROR,81.0,68,-16.05,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
MAINPURI,KARHAL,9180811515,G.G.I.C KARHAL MAINPURI,513.0,388,-24.37,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
SITAPUR,N.K.BISWAN,9242000315,RAJKIYA BALIKA INTER COLLEGE BISWAN,782.0,607,-22.38,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
FAIZABAD,AYODHYA TOWN AREA,9471300102,TULSI G.G.I.C. AYODHYA,479.0,372,-22.34,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
FAIZABAD,MASAUDHA,9470401503,GGIC GAUHANIYA,413.0,305,-26.15,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
FAIZABAD,MAYA,9471400204,RAJKIYA BALIKA INTER COLLEGE,115.0,74,-35.65,6,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,No
FAIZABAD,PURA,9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,30.0,40,33.33,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
MAINPURI,MAINPURI-CITY,9181002917,RAJKIY KANYA INTER COLLEGE DEVI ROAD MAINPURI,873.0,694,-20.5,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
AMETHI - CSM NAGAR,TILOI,9732202304,RAJKIY HIGH SCHOOL CHITRA BUZURG,43.0,43,0.0,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
SULTANPUR,KURWAR,9491609205,GHS JUDUPUR,141.0,113,-19.86,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
UNNAO,BICHHIYA,9261003410, GOVT GIRLS INTER COLLEGE PADRI KHURD UNNAO,247.0,209,-15.38,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
LALITPUR,LALITPUR,9370700109,GOVT GIRLS INTER COLLEGE LALITPUR,4476.0,3355,-25.04,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
FATEHPUR,MALAWAN,9420410514,GOVT. H.S SCHOOL DEEGH,75.0,56,-25.33,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
MAHOBA,CHARKHARI URBAN,9390108524,G.IC. CHARKHARI,1189.0,959,-19.34,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
MAHOBA,JAITPUR,9390208303,GOVT HIGH SCHOOL RAWATPURA,61.0,51,-16.39,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
BAHRAICH,CHITTAURA,9500801802,R H SCHOOL KISHUNPURMAFI CHITTAURA,104.0,61,-41.35,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
BAHRAICH,HUJUR PUR,9500600107,GOVERNMENT G.H.S. SCHOOL,74.0,61,-17.57,6,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,No,No,No
BAHRAICH,HUJUR PUR,9500608704,R H S JIGANIYA CHHATER PAL,53.0,40,-24.53,6,HIGH RISK,No,Yes,No,No,Yes,No,No,Yes,No,Yes
SAMBHAL (BHIM NAGAR),ASMOLI,9680102306,GOVT.HIGHER SECONDARY SCHOOL MADALA FATEHPUR,67.0,54,-19.4,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
BIJNOR,BIJNOR(NAGAR),9031203905,RAJKIYA INTER COLLEGE BIJNOR,1798.0,1299,-27.75,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
BIJNOR,HALDAUR,9030501608,RAJKEEYA GIRLS INTER COLLEGE JHALU,897.0,726,-19.06,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
RAMPUR,TOWN AREA RAMPUR,9050700515,GOVT ZULFEQAR  IC RAMPUR,388.0,316,-18.56,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
SAHARANPUR,GANGOH,9010305905,GOVT. HIGH SCHOOL,67.0,51,-23.88,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
PILIBHIT,BARKHERA,9210204408,"GOVERNMENT GIRLS  INTER COLLAGE, BARKHERA",613.0,486,-20.72,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
FIROZABAD,ARAWN,9160702904,GOVT. HIGH SCHOOL SOTHARA,125.0,99,-20.8,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
AZAMGARH,PAWAE,9610705504,RAJKIYA U.M.V. SARAIPUL,110.0,71,-35.45,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
SONBHADRA,NAGWA,9700605205,GOVT. GIRLS HIGH SCHOOL CHERUI,81.0,61,-24.69,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
SONBHADRA,NAGWA,9700605304,GOVT. H.S.S. MARKUDI,79.0,61,-22.78,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
SONBHADRA,NAGWA,9700600502,GOVT. HIGH SCHOOL KANHAURA,75.0,55,-26.67,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
FIROZABAD,EKA,9160911107,GOVT. HIGH SCHOOL NAGLA KHEDA,32.0,43,34.38,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
MAHARAJGANJ,DHANI,9570901106,GOVT HS BARDAD,116.0,77,-33.62,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
BAGHPAT,KHEKRA,9080602704,G.H.S GONA,109.0,87,-20.18,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
AZAMGARH,MAHARAJ GANJ,9610104507,"GOVT ABHINAV SCHOOL, TERAHI",37.0,50,35.14,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
MAHARAJGANJ,MAHRAJGANJ,9570100303,GOVT HS PARASKHAND,119.0,95,-20.17,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
BHADOI,DEEGH,9710510103,GOVT. HIGH SCHOOL CHANDAPUR,38.0,41,7.89,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
BHADOI,DEEGH,9710511303,GOVT. HIGH SCHOOL DASHARAMPATTI,64.0,52,-18.75,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
BAREILLY,BAHERI,9201410803,GOVT. HIGH SCHOOL TANDA CHHANGA,32.0,28,-12.5,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
RAMPUR,SHAHBAD,9050125507,GOVT INTER COLLEGE SHAHBAD,1710.0,1337,-21.81,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
RAMPUR,TOWN AREA RAMPUR,9050704510,GOVT HAMID IC RAMPUR,121.0,97,-19.83,6,HIGH RISK,No,Yes,No,No,Yes,Yes,No,Yes,No,No
BASTI,TOWN AREA,9551404605,GOVT INTER COLLEGE BASTI,415.0,292,-29.64,6,HIGH RISK,Yes,Yes,No,No,No,No,No,Yes,No,No
JHANSI,BANGRA,9360305533,RAJKIYA GIRLS INTER COLLEGE-RANIPUR,431.0,314,-27.15,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
JHANSI,GURSARAI,9360608318,RAJKIYA BALIKA INTER COLLEGE - GURSARAI,294.0,215,-26.87,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
PRATAPGARH,SHIVGARH,9431707903,GOVT. HIGHER SECONDRY SCHOOL HARNAHPUR,48.0,42,-12.5,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
JHANSI,BABINA,9360102005,RAJKIYA BALIKA INTER COLL.-RASOI,457.0,364,-20.35,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
JHANSI,BABINA,9360100904,GOVT.HIGH SCHOOL BUDPURA,75.0,63,-16.0,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,No
JAUNPUR,SIRKONI,9640113804,GOVT. H.S. PARIYAWAN,33.0,47,42.42,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
JAUNPUR,SIKRARA,9640205204,GOVT H.S SCHOOL RAMNAGAR,25.0,33,32.0,6,HIGH RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
AGRA,JAITPUR  KALAN,9150909801,GOVERNMENT  INTER COLLEGE KACHHPURA AGRA,66.0,58,-12.12,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,No
ALIGARH,DHANIPUR,9120103509,RAJKEYA KANYA INTER COLLEGE KALAI,231.0,184,-20.35,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,No
