District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,YoY_Latest,Block_Zone,Girls_Ratio_Improving,Upper_Class_Growing,Bright_Spot_Flag,Potential_Score,Potential_Tag,Investment_Worthy
FATEHPUR,TELIYANI,9420500305,Pt Deendayal Upadhyay Govt Model Inter College Aladatpur,201,287,42.79,22.13,YELLOW,True,True,False,4,High Potential,True
BAREILLY,NAWABGANJ,9200403708,GOVT. INTER COLLEGE BARAUR NAWABGANJ,81,239,195.06,26.46,YELLOW,True,True,False,4,High Potential,True
BAREILLY,NAWABGANJ,9200400413,GOVT. INTER COLLEGE HAFIZGANJ NAWABGANJ,55,199,261.82,20.61,YELLOW,True,True,False,4,High Potential,True
BALLIA,RASARA,9630306503,PT Deendayal Upadhyay Rajkiya Model Inter College Motira Rasra ballia,70,135,92.86,6.3,YELLOW,True,True,False,4,High Potential,True
ETAWAH,CHAKARNAGAR,9310805804,GOVT.  INTER COLLEGE SINDAUS,154,171,11.04,8.23,YELLOW,True,True,False,4,High Potential,True
BAREILLY,RICHHA(DAMKHODA),9200500206,GOVT. INTER COLLEGE MUNDIA JAGIR DAMKHODA,45,178,295.56,42.4,YELLOW,True,True,False,4,High Potential,True
ETAH,AWAGARH,9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,174,241,38.51,9.05,YELLOW,True,True,False,4,High Potential,True
ALIGARH,CHANDAUS,9120703804,Pt Deendayal Upadhyay Govt Model Inter College,199,259,30.15,10.68,YELLOW,True,True,False,4,High Potential,True
ETAH,JAITHARA,9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,35,184,425.71,29.58,YELLOW,True,True,False,4,High Potential,True
HAMIRPUR (U.P.),KURARA,9380108646,PT DEENDYAL UPADHAYA GOVT MODEL INTER COLLEGE KURARA,119,180,51.26,56.52,YELLOW,True,True,False,4,High Potential,True
CHITRAKOOT,PAHADI,9410207501,GOVT. HIGH SCHOOL ASHOH,138,141,2.17,21.55,YELLOW,True,True,False,4,High Potential,True
AMETHI - CSM NAGAR,GAURIGANJ,9731906204,PANDIT DEENDAYAL UPADHYAY RAJKEEYA  MODAL INTER COLLEGE ,67,70,4.48,29.63,ORANGE,True,True,False,4,High Potential,True
SITAPUR,RAMPURMATHURA,9241600502,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Sahranankari,220,287,30.45,22.13,YELLOW,True,True,False,4,High Potential,True
JAUNPUR,SIRKONI,9640120505,G.G.I.C.,83,112,34.94,12.0,YELLOW,True,True,False,4,High Potential,True
BUDAUN,QADARCHOWK,9190107202,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE CHAUDERA,144,278,93.06,6.51,YELLOW,True,True,False,4,High Potential,True
AMETHI - CSM NAGAR,MUSAFIRKHANA,9730306605,PANDIT DEENDAYAL U RAJKIYE MODAL INTER COLLEGE,33,194,487.88,45.86,ORANGE,True,True,False,4,High Potential,True
BHADOI,GYANPUR,9710222719,SHRI KASHIRAJ RAJAKIYA SANSKRIT MAHAVIDHYALAY GYANPUR BHADOHI ,15,61,306.67,90.62,YELLOW,True,True,False,4,High Potential,True
HARDOI,KOTHAWAN,9251503305,PT DEEN DAYAL UPADHAYAY RAJKIYA MODEL INTER COLLEGE JARAUA,90,202,124.44,10.38,YELLOW,True,True,False,4,High Potential,True
AURAIYA,AURAIYA,9320100103,GOVT INTER COLLEGE AYANA  AURAIYA,149,179,20.13,13.29,YELLOW,True,True,False,4,High Potential,True
JYOTIBA PHULE NAGAR (AMROHA),JOYA,9062123704,Govt Inter College Dhanora urf Murad Nagar,119,214,79.83,16.94,YELLOW,True,True,False,4,High Potential,True
HATHRAS,SADABAD,9130610805,PT DEEN DAYAL RAJKIYE MODEL INTER COLLEGE SINSTA,121,252,108.26,22.33,YELLOW,True,True,False,4,High Potential,True
FAIZABAD,MAWAI,9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,51,272,433.33,41.67,YELLOW,True,True,False,4,High Potential,True
KANNAUJ,KANNAUJ,9300101406, ABHINAV VIDYALAYA,114,129,13.16,6.61,YELLOW,True,True,False,4,High Potential,True
KANPUR DEHAT,RASULABAD,9330908805,GOVT.GIRLS I.C.SIMRAMAU,63,129,104.76,20.56,YELLOW,True,True,False,4,High Potential,True
KANSHIRAM NAGAR,PATIYALI,9721009433,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE BHARGAIN ,109,246,125.69,8.37,YELLOW,True,True,False,4,High Potential,True
KAUSHAMBI,KADA,9440801803,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE KESARI,40,143,257.5,28.83,GREEN,True,True,False,4,High Potential,True
KUSHINAGAR,KHADDA,9590305003,PT DEENDAYAL UPADHYAY GOVT MODEL IC MISRAULI,119,222,86.55,57.45,YELLOW,True,True,False,4,High Potential,True
LALITPUR,JAKHORA,9370301404,GHS MAINWARA,113,176,55.75,109.52,YELLOW,True,True,False,4,High Potential,True
LUCKNOW,CHINHAT,9270108701,GOVT INTER COLLEGE SAIRPUR,84,195,132.14,93.07,ORANGE,True,True,False,4,High Potential,True
MAHARAJGANJ,NICHLOUL,9570607909,RAJKIY INTER COLLEGE NAUNIYA,33,218,560.61,51.39,YELLOW,True,True,False,4,High Potential,True
MAHARAJGANJ,PANIYARA,9570400305,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE KUWANCHAF,54,125,131.48,7.76,YELLOW,True,True,False,4,High Potential,True
MAHOBA,CHARKHARI,9390105912,PANDIT DEEN DYAL IC RIWAI CHARKHARI,141,259,83.69,30.15,YELLOW,True,True,False,4,High Potential,True
MAINPURI,GHIROR,9180210215,Pt Deendayal Upadhyay Govt Model Inter College Shahjahanpur,72,169,134.72,9.03,YELLOW,True,True,False,4,High Potential,True
MEERUT,MACHRA,9071001709,G.I.C JARODA ,16,50,212.5,28.21,YELLOW,True,True,False,4,High Potential,True
MEERUT,SARDHANA,9070603907,RAJKIYA INTER COLLEGE KAPSADH,47,76,61.7,20.63,YELLOW,True,True,False,4,High Potential,True
MORADABAD,BILARI,9040301511,GOVERNMENT INTER COLLEGE THANWLA BILARI MORADABAD,61,88,44.26,51.72,YELLOW,True,True,False,4,High Potential,True
MORADABAD,CHAJLET,9042002405,GOVT INTER COLLEGE MANPUR MUJJAFARPUR MORADABAD,179,243,35.75,11.98,RED,True,True,False,4,High Potential,True
MORADABAD,DILARI,9040601918,GOVERNMENT INTER COLLEGE SIHALI KHADDAR,58,174,200.0,5.45,YELLOW,True,True,False,4,High Potential,True
MUZAFFARNAGAR,BAGHRA,9020202904,GOVT INTER COLLEGE BUDHINA KHURD   MUZAFFARNAGAR,98,119,21.43,29.35,ORANGE,True,True,False,4,High Potential,True
MUZAFFARNAGAR,BUDHANA,9020605701,GOVT INTER COLLEGE BIRAL  MUZAFFARNAGAR,81,126,55.56,103.23,YELLOW,True,True,False,4,High Potential,True
PILIBHIT,BILSANDA,9210407904,PANDIT DEEN DAYAL UPADHYAY GOVERNMENT MODEL INTER COLLEGE MARORIKHASH BILSANDA PILIBIHT,137,143,4.38,20.17,ORANGE,True,True,False,4,High Potential,True
PILIBHIT,N. P. PILIBHIT,9210901104,GOVERNMENT INTER COLLEGE SHER MOHAMMAD PILIBHIT,24,105,337.5,40.0,YELLOW,True,True,False,4,High Potential,True
PRATAPGARH,SHIVGARH,9431708707,Pt Deendayal Upadhyay Govt Model Inter College Kuradeeh Shivgarh,82,155,89.02,34.78,YELLOW,True,True,False,4,High Potential,True
SAHARANPUR,SADHOLI KADIM,9010404507,GOVT INTER COLLEGE DABKAURA,110,182,65.45,7.69,YELLOW,True,True,False,4,High Potential,True
SAMBHAL (BHIM NAGAR),PAWANSA,9681000106,GOVERNMENT INTER COLLEGE,45,129,186.67,35.79,GREEN,True,True,False,4,High Potential,True
SHAMLI (PRABUDH NAGAR),OON,9740910723,PANDIT DEEN DAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE OON SHAMLI,45,59,31.11,55.26,YELLOW,True,True,False,4,High Potential,True
SITAPUR,MAHMOODABAD,9241012202,GOVT INTER COLLEGE LAILKHURD MAHMUDABAD,28,166,492.86,43.1,GREEN,True,True,False,4,High Potential,True
AMBEDKAR NAGAR,RAMNAGAR,9480811703,GOVT HIGHER SEC SCH CHANDANPUR,80,84,5.0,23.53,YELLOW,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,RAMNAGAR,9480802223,PT. D.D.U. GOVT. MODAL INTER COLLEGE RAMNAGAR,60,557,828.33,66.27,YELLOW,True,True,False,3,Medium Potential,True
AMBEDKAR NAGAR,TANDA TOWN AREA,9481002001,GOVT. GIRLS INTER COLLEGE NAGARPALIKA PARISHAD TANDA,37,160,332.43,21.21,GREEN,False,True,False,3,Medium Potential,True
ALIGARH,JAWAN,9120611803,GHS PIPLAUTH,94,103,9.57,8.42,YELLOW,True,False,False,3,Medium Potential,True
AMETHI - CSM NAGAR,BHETUA,9732303305,RAJKIY INTER COLLEGE,57,224,292.98,12.0,GREEN,False,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,JAGDISHPUR,9730100401,GGIC JAGDISHPUR,223,298,33.63,8.76,RED,False,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,JAMO,9732100115,UMA RAMAN INTER COLLEGE,196,313,59.69,12.59,YELLOW,True,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,SANGRAMPUR,9730400406,GGIC SANGRAMPUR,28,34,21.43,17.24,YELLOW,False,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,TILOI,9732201003,RAJKIY HIGH SCHOOL SAVITAPUR,60,124,106.67,18.1,ORANGE,True,False,False,3,Medium Potential,True
AURAIYA,BIDHUNA,9320500105,GOVT.  GIRLS INTER COLLEGE  BIDHURA,165,293,77.58,13.13,YELLOW,False,True,False,3,Medium Potential,True
AURAIYA,BIDHUNA,9320500271,GOVT. U.M.V. BHATAULI,38,71,86.84,73.17,YELLOW,True,False,False,3,Medium Potential,True
AURAIYA,SAHAR,9320805603,GOVT. U.M.V. BIJHAI SAHAR,82,141,71.95,11.02,GREEN,True,False,False,3,Medium Potential,True
AZAMGARH,LALGANJ,9610401511,G.G.I.C. DEVGAON,136,160,17.65,13.48,YELLOW,True,False,False,3,Medium Potential,True
AZAMGARH,MOHAMMADPUR,9611800313,G G I C NANDAV,25,77,208.0,37.5,GREEN,False,True,False,3,Medium Potential,True
AZAMGARH,MOHAMMADPUR,9611801105,GOVT H S S SURJANPUR,87,88,1.15,41.94,GREEN,True,False,False,3,Medium Potential,True
BAGHPAT,BAGPAT,9080103703,GIC JAHANGARH DAUJHA,231,240,3.9,-7.34,YELLOW,True,True,False,3,Medium Potential,True
BAGHPAT,CHHAPROLI,9080502304,G.H.S BADARKHA,32,57,78.12,29.55,YELLOW,True,False,False,3,Medium Potential,True
BAGHPAT,KHEKRA,9080601605,G.H.S MUBARIKPUR,54,61,12.96,5.17,YELLOW,True,False,False,3,Medium Potential,True
BAGHPAT,KHEKRA,9080602802,G.H.S SUBHANPR,40,48,20.0,14.29,YELLOW,True,False,False,3,Medium Potential,True
BAGHPAT,PILANA,9080700903,G.H.S TIPANI,59,74,25.42,42.31,YELLOW,True,False,False,3,Medium Potential,True
BAHRAICH,BALHA,9501001805,R H S SCHOOL RAJAPUR KALAN,130,200,53.85,26.58,YELLOW,True,False,False,3,Medium Potential,True
BAHRAICH,HUJUR PUR,9500607203,R H SCHOOL CHAKUJOT,122,184,50.82,16.46,YELLOW,True,False,False,3,Medium Potential,True
BAHRAICH,KAISER GANJ,9500204705,RH SCHOOL PARSENDI,94,95,1.06,46.15,YELLOW,True,False,False,3,Medium Potential,True
BAHRAICH,NAWAB GANJ,9501207210,GOVT.G. INTER COLEGE,154,197,27.92,5.91,YELLOW,False,True,False,3,Medium Potential,True
BAHRAICH,VISHESHWAR  GANJ,9501508302,R H SCHOOL BASANT TEPRA VISHESHWARGANJ,82,126,53.66,17.76,YELLOW,True,False,False,3,Medium Potential,True
BAHRAICH,VISHESHWAR  GANJ,9501508303,R H SCHOOL GANGA JAMUNI VISHESHWARGANJ,200,337,68.5,47.81,YELLOW,True,True,False,3,Medium Potential,True
BAHRAICH,VISHESHWAR  GANJ,9501508301,R H SCHOOL VISHESHWARGANJ VISHESHWARGANJ,70,92,31.43,13.58,YELLOW,True,False,False,3,Medium Potential,True
BALLIA,BAIRIA,9631601818,G.G.I.C. BAIRIA,122,125,2.46,5.93,YELLOW,False,True,False,3,Medium Potential,True
BALLIA,BELAHARI,9631502003,RAJKIYA UCHHTAR J H S DUDHAILA,107,118,10.28,53.25,YELLOW,True,False,False,3,Medium Potential,True
BALLIA,DUBAHAR,9631400502,GOV. G J H S RAMPUR BASARIKAPU,101,122,20.79,18.45,YELLOW,False,True,False,3,Medium Potential,True
BALLIA,GARWAR,9631102904,RAJKIYA UPS BISUKIA,58,78,34.48,6.85,YELLOW,True,False,False,3,Medium Potential,True
BALLIA,GARWAR,9631100203,Rajkiya umv Savarupur,39,71,82.05,7.58,YELLOW,True,False,False,3,Medium Potential,True
BALLIA,SEAR,9630102205,RAJKIYA U M V SHAHPUR AFAGA,52,68,30.77,30.77,YELLOW,True,False,False,3,Medium Potential,True
BALRAMPUR,BALRAMPUR,9522409704,"GOVT. UCCATAR MADHYAMIC VIDYALAYA, VIRAHIMPUR, BALRAMPUR",57,90,57.89,23.29,YELLOW,True,False,False,3,Medium Potential,True
BALRAMPUR,GAINSARI,9522300109,GOVT. INTER COLLEGE GAINSARI,581,701,20.65,10.22,YELLOW,True,True,False,3,Medium Potential,True
BALRAMPUR,HARAIYA SATGHARWA,9522103806,GOVT HR SEC BAHADURGANJ,67,75,11.94,7.14,GREEN,True,False,False,3,Medium Potential,True
BALRAMPUR,SHRIDUTTGANJ,9521601002,GOVT. INTER COLLEGE DARICHAURA,290,381,31.38,13.06,ORANGE,True,True,False,3,Medium Potential,True
BALRAMPUR,TULSIPUR,9522003609,GOVT SEC SCHOOL MAHARJGANJ TARAI,235,283,20.43,16.94,YELLOW,True,False,False,3,Medium Potential,True
BANDA,BABERU,9400509404,GOVT BALIKA I C BABERU,194,226,16.49,8.13,YELLOW,False,True,False,3,Medium Potential,True
BANDA,BADOKHAR KHURD,9400105103,GOVT HIGH SCHOOL KARAHIA,189,190,0.53,21.79,ORANGE,True,False,False,3,Medium Potential,True
BANDA,BISANDA,9400603507,GOVT HIGH SCHOOL BHADEHDU,93,104,11.83,26.83,YELLOW,True,False,False,3,Medium Potential,True
BANDA,KAMASIN,9400701510,GOV INTER COLLEGE BEERA ,77,253,228.57,10.0,YELLOW,False,True,False,3,Medium Potential,True
BANDA,KAMASIN,9400705005,GOVT HIGH SCHOOL  CHARKA,65,111,70.77,21.98,YELLOW,True,False,False,3,Medium Potential,True
BANDA,MAHUWA,9400301707,GIVT. INTER COLLEGE BILGAW,518,637,22.97,22.03,YELLOW,True,True,False,3,Medium Potential,True
BANDA,MAHUWA,9400300703,GOVT HIGH SCH. JAKHANI,51,79,54.9,25.4,YELLOW,True,False,False,3,Medium Potential,True
BANDA,NARAINI,9400407204,G.I.C. KALINGER,660,832,26.06,19.2,ORANGE,True,True,False,3,Medium Potential,True
BANDA,NARAINI,9400402717,G.I.C.FATEH GANJ,607,619,1.98,5.99,ORANGE,True,True,False,3,Medium Potential,True
BANDA,TINDWARI,9400203608,G.I.C.PAILANI,1353,1463,8.13,9.59,YELLOW,True,True,False,3,Medium Potential,True
BARABANKI,BANI KODAR,9460500109,RAJKIYA INTER COLLEGE AHAMADPUR (MSDP),284,287,1.06,-3.37,YELLOW,True,True,False,3,Medium Potential,True
BARABANKI,BANKI,9461011101,RAJKIYA INTER COLLEGE SHABPUR (MSDP),469,541,15.35,13.42,ORANGE,True,True,False,3,Medium Potential,True
BARABANKI,BANKI,9460407105,RAJKIYA U.M.V RASOOLPUR HOUSE,156,223,42.95,13.2,ORANGE,True,False,False,3,Medium Potential,True
BARABANKI,NINDURA,9461408503,GOVT HIGH SCHOOL GHUGHTAIR,349,396,13.47,22.98,RED,True,True,False,3,Medium Potential,True
BARABANKI,PURE DALAI,9460704103,RAJKEEY U.M.V PUREDALAI,99,119,20.2,45.12,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,BAHERI,9201403206,GOVT. HIGH SCHOOL RATANGARH,49,58,18.37,5.45,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,BHUTA,9200310603,GOVT. HIGH SCHOOL INAYATPUR,110,135,22.73,17.39,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,BHUTA,9200301003,GOVT. SEC. SCHOOL SIMARA KESHOPUR,127,131,3.15,20.18,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,FATEHGANJ,9200700603,GOVT. INTER COLLEGE TURSA PATTI FATEHGANJ W,28,191,582.14,17.18,YELLOW,False,True,False,3,Medium Potential,True
BAREILLY,KYARA,9200808702,GOVT. HIGH SCHOOL NANDGAON,68,78,14.71,13.04,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,KYARA,9200809003,GOVT. HIGH SCHOOL TAL GAUTIA,173,205,18.5,7.89,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,MAJHGAWAN,9201007604,GOVT. HIGH SCHOOL BALEI BHAGWANTPUR,105,117,11.43,10.38,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,NAWABGANJ,9200400505,GOVT HIGH SCHOOL TANDA SADAT,29,32,10.34,88.24,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,NAWABGANJ,9200403103,GOVT. HIGH SCHOOL PAROTHI,60,75,25.0,19.05,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,RICHHA(DAMKHODA),9200500905,GOVT. GIRLS INTER COLLEGE PAIGA DAMKHODA,18,55,205.56,30.95,YELLOW,False,True,False,3,Medium Potential,True
BAREILLY,RICHHA(DAMKHODA),9200503004,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE KACHNERA RICHHA BAREILLY,131,279,112.98,14.34,YELLOW,False,True,False,3,Medium Potential,True
BAREILLY,SHERGARH,9200907808,GOVT. HIGH SCHOOL BALLI,36,52,44.44,85.71,YELLOW,True,False,False,3,Medium Potential,True
BAREILLY,SHERGARH,9200909424,GOVT. INTER COLLEGE SHERGARH,162,350,116.05,68.27,YELLOW,True,True,False,3,Medium Potential,True
BAREILLY,VITHARI CHAINPUR,9201804403,GOVT. INTER COLLEGE BALIPUR AHMADPUR VITHRI CHAINPUR,115,376,226.96,34.29,YELLOW,True,True,False,3,Medium Potential,True
BASTI,BAHADURPUR,9550103003,GOVT HR SEC KALWARI EHATMALI,125,187,49.6,11.31,YELLOW,True,False,False,3,Medium Potential,True
BASTI,DUBAULIA,9551500106,GOVT GIRLS HR SEC MAHULANI,72,104,44.44,10.64,YELLOW,True,False,False,3,Medium Potential,True
BASTI,DUBAULIA,9551500107,GOVT HR SEC RAMVAPUR RAJA,46,68,47.83,47.83,YELLOW,True,False,False,3,Medium Potential,True
BASTI,GAUR,9550518731,ABHINAV VIDYALAYA BABHNAN,92,170,84.78,30.77,ORANGE,False,True,False,3,Medium Potential,True
BASTI,HARRIYA,9551313204,GOVT HR SEC VIDYALY BARAHPUR,68,103,51.47,68.85,YELLOW,True,False,False,3,Medium Potential,True
BASTI,PARSHURAMPUR,9551207605,GOVT HIGH SEC SIKANDERPUR,224,248,10.71,6.44,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,ABHOLI,9710703203,GOVT. HIGH SCHOOL SADAUPUR,94,153,62.77,30.77,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,AURAI,9710403802,GOVT. HIGH SCHOOL CHAKJURAVAN,109,274,151.38,10.93,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,AURAI,9710401504,GOVT. HIGH SCHOOL LALANAGAR,146,282,93.15,18.99,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,AURAI,9710405904,GOVT. HIGH SCHOOL SAMDHA,117,177,51.28,13.46,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,AURAI,9710410107,Pt Deendayal Upadhyay Govt Model Inter College girdbadganv bhadohi,237,645,172.15,17.7,YELLOW,True,True,False,3,Medium Potential,True
BHADOI,BHADOHI,9710114304,GOVT. HIGH SCHOOL BHAGWANPUR KANEHARI,77,108,40.26,16.13,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,DEEGH,9710519205,KASTURBA GANDHI GOVT. HIGH SCHOOL VAHIDANAGAR,42,53,26.19,15.22,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,GYANPUR,9710207607,GOVT. HIGH SCHOOL KASIDAHA,108,125,15.74,17.92,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,GYANPUR,9710208906,GOVT. HIGH SCHOOL PALI,172,202,17.44,7.45,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,SURIYAVAN,9710309603,GOVT. HIGH SCHOOL HARIHARPUR,129,155,20.16,30.25,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,SURIYAVAN,9710316203,GOVT. HIGH SCHOOL LALIPUR,110,162,47.27,26.56,YELLOW,True,False,False,3,Medium Potential,True
BIJNOR,AFZALGRAH,9030105703,RAJKIYA HIGHI SCHOOL JAFARABAD,44,52,18.18,23.81,ORANGE,True,False,False,3,Medium Potential,True
BIJNOR,DHAMPUR(NAGAR),9031401720,GOVT GIRLS INTER COLLEGE FATEHULLA PUR KHAS DHAMPUR,61,215,252.46,10.82,YELLOW,False,True,False,3,Medium Potential,True
